applicant_id,year,loan_limit,approv_in_adv,loan_type,loan_purpose,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,submission_of_application,region,application_status
25215,2019,cf,nopre,type1,p1,486500,3.75,0.0816,1644.21,360,not_inst,central,0
25216,2019,cf,nopre,type2,p3,256500,,,,360,to_inst,central,1
25217,2019,cf,nopre,type1,p3,396500,,,,300,not_inst,North,1
25218,2019,cf,pre,type1,p1,236500,,,,360,not_inst,North,1
25219,2019,cf,nopre,type1,p4,236500,,,,360,to_inst,south,1
25220,2019,ncf,pre,type1,p1,1486500,3.625,-0.1143,5818.5,360,not_inst,south,0
25221,2019,cf,nopre,type1,p4,156500,3.875,0.5859,4281,240,to_inst,south,0
25222,2019,cf,pre,type1,p3,86500,4.25,0.9691,2291.25,180,to_inst,south,0
25223,2019,ncf,nopre,type1,p3,1416500,3.625,0.0027,13611.13,360,to_inst,south,0
25224,2019,cf,nopre,type3,p4,396500,2.99,-0.5806,5811.67,360,to_inst,North,0
25225,2019,cf,nopre,type1,p4,486500,3,-0.2038,0,180,not_inst,south,0
25226,2019,cf,nopre,type1,p3,216500,,,,360,to_inst,North,1
25227,2019,cf,nopre,type1,p4,266500,3.99,0.5849,2932.5,300,to_inst,North,0
25228,2019,cf,nopre,type1,p4,466500,4,-0.3286,0,360,not_inst,central,0
25229,2019,cf,nopre,type1,p3,156500,3.75,1.0431,4603.25,240,to_inst,south,0
25230,2019,cf,nopre,type2,p3,606500,,,,360,not_inst,south,1
25231,2019,cf,nopre,type1,p1,246500,,,,360,to_inst,south,1
25232,2019,cf,nopre,type1,p4,316500,3.25,0.1267,2235,240,not_inst,North,0
25233,2019,cf,nopre,type1,p1,556500,4.75,0.61,12371.68,360,not_inst,North,0
25234,2019,cf,nopre,type3,p3,266500,,,,360,to_inst,North,1
25235,2019,cf,nopre,type1,p4,306500,4.5,1.0522,0,360,to_inst,south,0
25236,2019,cf,nopre,type1,p3,456500,,,,192,to_inst,south,1
25237,2019,cf,nopre,type2,p3,116500,,,,360,to_inst,North,1
25238,2019,cf,nopre,type1,p3,206500,,,,360,to_inst,North,1
25239,2019,cf,nopre,type1,p3,556500,,,,360,not_inst,North,1
25240,2019,cf,nopre,type1,p4,486500,,,,180,not_inst,south,1
25241,2019,cf,nopre,type2,p4,186500,4.25,1.2033,0,360,to_inst,North,0
25242,2019,cf,nopre,type1,p4,266500,,,,360,to_inst,North,1
25243,2019,cf,nopre,type2,p3,136500,3.5,0.6808,4341.98,360,to_inst,south,0
25244,2019,cf,nopre,type1,p4,536500,4.56,0.2928,6314.88,360,to_inst,North,0
25245,2019,cf,nopre,type1,p4,186500,3.75,0.8896,2617.25,180,to_inst,North,0
25246,2019,ncf,nopre,type1,p3,796500,,,,360,to_inst,south,1
25247,2019,cf,nopre,type1,p4,336500,3.5,0.0603,,360,to_inst,North,0
25248,2019,cf,nopre,type2,p3,196500,,,,360,not_inst,North,1
25249,2019,cf,nopre,type1,p3,536500,,,,360,to_inst,south,1
25250,2019,cf,nopre,type1,p3,166500,3.99,0.2713,5033.28,360,to_inst,North,0
25251,2019,cf,nopre,type1,p4,336500,,,,360,not_inst,North,1
25252,2019,cf,nopre,type3,p4,136500,3.99,0.2771,474.77,360,to_inst,south,0
25253,2019,cf,nopre,type2,p3,106500,3.99,1.274,3024.13,360,to_inst,south,0
25254,2019,cf,nopre,type1,p4,176500,3.99,0.3858,4335,360,to_inst,North,0
25255,2019,cf,nopre,type1,p4,446500,,,,324,not_inst,south,1
25256,2019,ncf,nopre,type3,p1,416500,3.25,-0.4373,4150,360,to_inst,south,0
25257,2019,cf,nopre,type2,p3,96500,3.25,1.4569,3561.22,240,to_inst,North,0
25258,2019,cf,nopre,type3,p4,306500,3.125,-0.5317,516.96,360,to_inst,south,0
25259,2019,cf,nopre,type1,p3,406500,3.25,-0.4181,4008.15,360,not_inst,central,0
25260,2019,cf,nopre,type3,p4,416500,3.125,-0.6588,0,360,not_inst,North,0
25261,2019,cf,pre,type3,p4,156500,3.5,-0.3592,346.68,360,to_inst,North,0
25262,2019,cf,pre,type1,p3,126500,4.875,1.4048,3437.5,360,to_inst,North,0
25263,2019,cf,nopre,type1,p4,406500,3.99,0.3422,,360,to_inst,south,0
25264,2019,cf,nopre,type1,p4,506500,4.25,-0.1775,2995,360,not_inst,North,0
25265,2019,cf,pre,type1,p4,516500,3.875,0.2666,6052,360,not_inst,south,0
25266,2019,cf,nopre,type1,p1,556500,3.75,0.0938,939.2,360,not_inst,central,0
25267,2019,cf,pre,type1,p4,296500,3.625,0.4947,4543.05,240,not_inst,south,0
25268,2019,cf,nopre,type1,p3,246500,4.625,0.8672,3012.5,240,to_inst,south,0
25269,2019,cf,nopre,type1,p3,246500,3.99,0.6948,5510.58,180,to_inst,central,0
25270,2019,cf,nopre,type1,p4,226500,4.875,0.423,0,360,to_inst,south,0
25271,2019,cf,nopre,type1,p4,156500,4.125,0.6498,2428.15,360,to_inst,south,0
25272,2019,cf,nopre,type1,p3,176500,5.375,1.2083,5030.25,360,to_inst,central,0
25273,2019,cf,nopre,type1,p4,266500,3.25,0.6186,7198.44,180,to_inst,North,0
25274,2019,cf,nopre,type1,p3,216500,5.375,1.0086,32.1,360,to_inst,south,0
25275,2019,cf,nopre,type2,p3,416500,3.5,0.3769,0,360,not_inst,south,0
25276,2019,cf,nopre,type1,p3,106500,,,,360,to_inst,North,1
25277,2019,cf,nopre,type1,p3,456500,4.25,0.5512,8167.53,360,to_inst,North,0
25278,2019,cf,nopre,type1,p3,456500,3.25,0.1061,4347.8,240,not_inst,south,0
25279,2019,cf,nopre,type3,p3,96500,,,,360,to_inst,south,1
25280,2019,cf,nopre,type1,p3,126500,4.25,0.7491,1660,180,to_inst,south,0
25281,2019,cf,nopre,type1,p4,246500,3,-0.3326,295,360,to_inst,North,0
25282,2019,cf,nopre,type1,p1,496500,4.25,0.0349,1911.16,360,not_inst,south,0
25283,2019,cf,nopre,type1,p4,156500,,,,360,to_inst,south,1
25284,2019,cf,nopre,type1,p4,156500,,,,156,to_inst,south,1
25285,2019,cf,nopre,type3,p3,326500,,,,360,to_inst,south,1
25286,2019,cf,nopre,type1,p3,86500,,,,228,to_inst,south,1
25287,2019,cf,pre,type1,p1,376500,3.99,0.5365,7347.81,360,to_inst,North,0
25288,2019,cf,nopre,type1,p4,206500,,,,360,to_inst,south,1
25289,2019,cf,nopre,type1,p3,116500,4.625,1.1792,2915,360,to_inst,south,0
25290,2019,ncf,nopre,type1,p1,156500,,,,360,to_inst,south,1
25291,2019,cf,pre,type2,p3,266500,,,,180,to_inst,North,1
25292,2019,cf,nopre,type2,p3,136500,,,,180,to_inst,central,1
25293,2019,cf,nopre,type1,p3,276500,4.75,0.4465,4062.58,312,to_inst,North,0
25294,2019,cf,nopre,type2,p4,86500,3.5,0.4818,2843.93,360,to_inst,North,0
25295,2019,cf,nopre,type1,p1,46500,4.875,0.7117,1700,360,to_inst,central,0
25296,2019,cf,nopre,type1,p3,356500,3.625,0.2207,295,120,to_inst,North,0
25297,2019,cf,nopre,type1,p3,456500,3.625,0.5039,4625,240,to_inst,south,0
25298,2019,cf,nopre,type1,p3,176500,4.25,0.1484,5724.7,360,to_inst,North,0
25299,2019,cf,nopre,type2,p4,516500,,,,360,to_inst,south,1
25300,2019,ncf,nopre,type1,p3,876500,,,,360,to_inst,North,1
25301,2019,cf,nopre,type3,p1,586500,3.125,-0.4937,4557.15,360,not_inst,south,0
25302,2019,cf,pre,type1,p3,206500,,,,360,to_inst,central,1
25303,2019,cf,pre,type3,p4,426500,2.99,-0.5844,,360,to_inst,south,0
25304,2019,,nopre,type2,p3,126500,4.25,1.1501,2378.01,360,to_inst,North,0
25305,2019,cf,nopre,type1,p1,306500,,,,360,to_inst,North,1
25306,2019,,nopre,type1,p3,246500,4.99,1.0852,4550,360,to_inst,south,0
25307,2019,,nopre,type1,p2,256500,4.25,0.7649,,360,to_inst,North,0
25308,2019,cf,nopre,type3,p4,126500,3.75,0.0695,252.03,360,to_inst,North,0
25309,2019,cf,nopre,type2,p3,386500,4.625,0.7528,0,360,to_inst,North,0
25310,2019,cf,nopre,type2,p3,156500,4.75,1.2757,0,360,to_inst,south,0
25311,2019,cf,pre,type1,p4,486500,,,,360,not_inst,south,1
25312,2019,cf,nopre,type1,p1,406500,3.5,-0.1484,215,360,not_inst,North,0
25313,2019,cf,nopre,type3,p3,656500,3.49,0.1197,11470.17,360,not_inst,south,0
25314,2019,cf,nopre,type1,p1,506500,3.75,0.2438,6252.81,360,not_inst,North,0
25315,2019,cf,nopre,type1,p3,196500,4.5,0.6424,3705.5,360,to_inst,south,0
25316,2019,cf,nopre,type1,p1,566500,3.875,0.1438,1728.49,360,not_inst,North,0
25317,2019,,nopre,type1,p4,106500,5.125,1.153,1235,360,not_inst,North,0
25318,2019,ncf,nopre,type3,p4,516500,,,,360,not_inst,North,1
25319,2019,cf,nopre,type3,p1,66500,3.99,0.7174,2080,240,to_inst,south,0
25320,2019,cf,nopre,type2,p3,216500,3.625,0.8591,4850.45,360,to_inst,North,0
25321,2019,cf,nopre,type1,p4,476500,3.625,-0.253,0,360,not_inst,south,0
25322,2019,cf,pre,type1,p3,96500,4.625,1.3477,,360,to_inst,south,0
25323,2019,cf,nopre,type1,p4,246500,3.99,0.5641,4325.85,360,to_inst,central,0
25324,2019,cf,nopre,type2,p3,86500,4.375,0.9291,1958.35,360,to_inst,North,0
25325,2019,cf,nopre,type1,p4,176500,3.875,0.3808,3029.75,312,to_inst,south,0
25326,2019,cf,nopre,type3,p3,436500,4.125,-0.0896,,360,to_inst,North,0
25327,2019,cf,nopre,type1,p3,336500,3.625,0.1085,5168.85,360,not_inst,south,0
25328,2019,cf,nopre,type2,p3,216500,,,,360,to_inst,North,1
25329,2019,cf,nopre,type2,p1,366500,3.625,1.0684,1061.59,360,not_inst,North,0
25330,2019,cf,nopre,type3,p4,226500,3.99,0.202,0,360,to_inst,south,0
25331,2019,cf,nopre,type1,p4,126500,3.375,0.4068,1401.13,180,to_inst,North,0
25332,2019,cf,nopre,type1,p3,216500,3.875,0.8173,0,240,not_inst,North,0
25333,2019,cf,pre,type1,p3,406500,,,,240,not_inst,North,1
25334,2019,cf,nopre,type1,p3,206500,4.18,0.2555,4790,360,to_inst,south,0
25335,2019,cf,nopre,type1,p4,166500,3.99,0.8083,5279.54,360,to_inst,North,0
25336,2019,cf,nopre,type1,p3,146500,3.99,1.3473,4285.11,180,to_inst,central,0
25337,2019,cf,nopre,type1,p1,506500,4.75,0.756,1845,360,not_inst,North,0
25338,2019,cf,nopre,type1,p1,116500,3.99,0.7609,2955,360,to_inst,south,0
25339,2019,cf,nopre,type1,p3,366500,3.5,0.0318,,360,to_inst,south,0
25340,2019,cf,nopre,type3,p3,266500,,,,360,to_inst,North,1
25341,2019,cf,nopre,type2,p1,226500,,,,360,not_inst,central,1
25342,2019,cf,nopre,type1,p3,266500,4.125,0.0743,370.63,360,not_inst,south,0
25343,2019,cf,nopre,type1,p2,86500,,,,180,to_inst,south,1
25344,2019,cf,nopre,type2,p3,116500,,,,360,to_inst,south,1
25345,2019,ncf,nopre,type1,p1,196500,3.625,0.6092,7095.46,180,to_inst,North,0
25346,2019,cf,pre,type3,p3,186500,3.99,1.1688,5850,240,to_inst,south,0
25347,2019,cf,pre,type2,p1,346500,4.375,1.7709,3825.11,360,to_inst,North,0
25348,2019,cf,nopre,type1,p3,506500,3.25,-0.2387,0,360,to_inst,south,0
25349,2019,cf,nopre,type3,p1,126500,,,,300,to_inst,south,1
25350,2019,cf,nopre,type3,p4,506500,3.75,-0.428,0,360,not_inst,central,0
25351,2019,cf,nopre,type1,p4,306500,3.875,0.3451,6090,360,not_inst,central,0
25352,2019,cf,nopre,type1,p1,506500,3.875,0.3239,0,360,not_inst,North,0
25353,2019,cf,nopre,type3,p4,356500,,,,360,to_inst,south,1
25354,2019,cf,nopre,type1,p2,106500,,,,180,to_inst,North,1
25355,2019,cf,nopre,type1,p1,496500,,,,360,not_inst,North,1
25356,2019,cf,nopre,type1,p3,486500,4.99,1.3328,1250,360,to_inst,south,0
25357,2019,cf,nopre,type1,p3,136500,3.75,0.2584,4214.38,360,to_inst,North-East,0
25358,2019,cf,nopre,type1,p1,186500,3.125,-0.5986,4052.79,360,to_inst,North,0
25359,2019,cf,nopre,type1,p4,546500,3.75,0.0258,1778.62,360,not_inst,North,0
25360,2019,cf,pre,type2,p3,176500,3.875,0.9708,2838.9,360,to_inst,south,0
25361,2019,cf,nopre,type2,p1,456500,3.875,1.3271,9783.36,360,not_inst,south,0
25362,2019,cf,nopre,type1,p1,416500,3.25,-0.3409,3240,360,not_inst,North,0
25363,2019,cf,nopre,type1,p4,356500,4.375,0.1946,5637.5,360,to_inst,south,0
25364,2019,cf,nopre,type2,p3,526500,,,,300,to_inst,North-East,1
25365,2019,cf,nopre,type1,p3,256500,2.99,0.1423,5760,180,to_inst,south,0
25366,2019,cf,nopre,type1,p1,566500,,,,360,to_inst,south,1
25367,2019,cf,nopre,type1,p3,196500,3.99,0.5491,6370,360,to_inst,south,0
25368,2019,cf,nopre,type3,p3,336500,3.75,-0.0394,0,360,to_inst,south,0
25369,2019,cf,nopre,type1,p3,406500,4.5,1.0226,6699.95,336,to_inst,south,0
25370,2019,cf,nopre,type3,p4,446500,2.75,-0.8685,4929.95,360,to_inst,North,0
25371,2019,cf,pre,type1,p1,316500,4.375,0.2154,1926,360,to_inst,south,0
25372,2019,cf,nopre,type1,p4,286500,3.99,0.494,1250,360,to_inst,south,0
25373,2019,cf,nopre,type3,p1,206500,3.75,0.1521,0,360,not_inst,North,0
25374,2019,cf,nopre,type1,p3,146500,4.56,0.3202,3155,360,to_inst,south,0
25375,2019,cf,nopre,type1,p4,446500,4.375,-0.0978,267.35,360,not_inst,south,0
25376,2019,cf,nopre,type1,p3,226500,5.375,0.9403,3931.25,360,to_inst,south,0
25377,2019,cf,nopre,type1,p4,406500,,,,240,to_inst,south,1
25378,2019,cf,nopre,type2,p3,446500,,,,360,to_inst,North,1
25379,2019,cf,nopre,type1,p4,306500,3.75,-0.0582,,360,to_inst,south,0
25380,2019,cf,nopre,type1,p4,256500,3.75,0.7997,4159.03,240,to_inst,North,0
25381,2019,cf,nopre,type1,p3,206500,4.75,1.2235,3608.63,360,to_inst,North,0
25382,2019,ncf,nopre,type1,p3,576500,,,,360,not_inst,North,1
25383,2019,cf,nopre,type2,p3,256500,,,,360,not_inst,North,1
25384,2019,cf,nopre,type1,p4,556500,3.125,-0.1108,0,180,not_inst,south,0
25385,2019,cf,nopre,type3,p4,236500,2.99,-0.698,4595.02,360,to_inst,south,0
25386,2019,cf,nopre,type1,p3,486500,3.5,0.1937,13964.19,324,to_inst,south,0
25387,2019,cf,pre,type3,p3,416500,4.125,0.3345,1990,360,to_inst,central,0
25388,2019,cf,pre,type3,p4,276500,3,-0.7057,1722.89,360,not_inst,central,0
25389,2019,ncf,nopre,type2,p4,126500,3.5,1.224,4478.4,180,to_inst,central,0
25390,2019,cf,nopre,type2,p1,326500,4.125,0.9786,0,360,to_inst,North,0
25391,2019,cf,nopre,type1,p4,486500,3.69,0.0077,941.4,360,not_inst,North,0
25392,2019,cf,nopre,type1,p2,176500,,,,360,to_inst,North,1
25393,2019,cf,nopre,type1,p4,406500,3.69,-0.028,0,360,not_inst,North,0
25394,2019,cf,nopre,type1,p3,726500,,,,360,to_inst,south,1
25395,2019,cf,pre,type2,p4,266500,,,,360,to_inst,south,1
25396,2019,cf,nopre,type2,p3,216500,4.99,1.2567,4054.09,360,to_inst,North,0
25397,2019,cf,nopre,type3,p4,366500,,,,300,to_inst,North,1
25398,2019,cf,nopre,type1,p1,566500,3.5,-0.1042,2131.24,360,not_inst,south,0
25399,2019,cf,nopre,type1,p4,386500,3.625,-0.1642,0,360,not_inst,south,0
25400,2019,cf,nopre,type1,p4,506500,3.625,-0.1789,209,360,not_inst,south,0
25401,2019,cf,pre,type1,p4,226500,4.625,0.4646,5358.88,360,to_inst,North,0
25402,2019,cf,nopre,type1,p3,416500,3.99,0.2766,6425,360,to_inst,south,0
25403,2019,cf,nopre,type1,p4,176500,3.99,0.4736,4156.25,360,to_inst,south,0
25404,2019,cf,nopre,type1,p1,506500,4.375,0.559,1890,360,not_inst,North,0
25405,2019,cf,nopre,type1,p1,396500,,,,360,to_inst,south,1
25406,2019,cf,nopre,type1,p4,606500,3.69,-0.0311,4341,360,not_inst,south,0
25407,2019,cf,nopre,type1,p1,626500,4.125,-0.155,995,360,not_inst,south,0
25408,2019,cf,nopre,type1,p4,576500,3.75,0.1516,0,180,not_inst,North,0
25409,2019,cf,nopre,type2,p3,126500,4.25,1.4331,2329.8,360,to_inst,south,0
25410,2019,cf,nopre,type1,p1,556500,4.56,0.26,2839,360,not_inst,south,0
25411,2019,cf,nopre,type1,p4,546500,3.625,-0.143,0,360,not_inst,North,0
25412,2019,cf,nopre,type1,p4,196500,3.75,0.605,1410.34,240,not_inst,south,0
25413,2019,cf,nopre,type2,p1,126500,4.5,1.3069,2587.02,360,to_inst,central,0
25414,2019,cf,nopre,type1,p1,356500,,,,360,not_inst,south,1
25415,2019,cf,nopre,type1,p3,286500,3.75,0.8279,5250,180,to_inst,North,0
25416,2019,cf,nopre,type1,p4,166500,,,,144,to_inst,North,1
25417,2019,cf,nopre,type1,p3,226500,4.125,0.5905,4701.56,360,to_inst,North,0
25418,2019,cf,nopre,type1,p2,486500,4.25,-0.2048,503.24,360,not_inst,North,0
25419,2019,cf,nopre,type1,p4,156500,,,,360,to_inst,North,1
25420,2019,cf,pre,type1,p4,236500,4.125,0.4061,295,360,to_inst,North,0
25421,2019,cf,nopre,type1,p3,486500,3.125,0.5587,16087.19,156,to_inst,North,0
25422,2019,cf,nopre,type1,p3,186500,4.99,1.3913,2378.13,360,to_inst,North,0
25423,2019,cf,nopre,type1,p3,396500,3.625,0.7804,12246.98,180,to_inst,south,0
25424,2019,cf,nopre,type3,p4,346500,3.25,-0.448,0,360,to_inst,south,0
25425,2019,cf,nopre,type3,p4,626500,2.99,-0.6885,6875.07,360,to_inst,south,0
25426,2019,cf,nopre,type1,p3,336500,3.375,-0.2774,3905.9,324,not_inst,central,0
25427,2019,cf,pre,type1,p3,306500,4.18,-0.0623,4241.88,360,to_inst,south,0
25428,2019,cf,nopre,type1,p3,416500,3.25,-0.3023,6022.5,360,not_inst,North,0
25429,2019,cf,nopre,type1,p4,436500,2.99,0.3374,14135.15,180,to_inst,North,0
25430,2019,cf,nopre,type1,p3,486500,,,,360,to_inst,North,1
25431,2019,cf,nopre,type1,p4,286500,,,,360,to_inst,North,1
25432,2019,cf,nopre,type2,p4,516500,3.625,0.8943,0,360,not_inst,North,0
25433,2019,cf,nopre,type1,p4,596500,4.56,0.4791,4720,360,to_inst,North,0
25434,2019,cf,nopre,type1,p3,716500,,,,360,not_inst,North,1
25435,2019,ncf,nopre,type3,p3,566500,4.5,0.3124,710.51,360,to_inst,south,0
25436,2019,cf,nopre,type1,p3,296500,4.375,0.9005,9133.25,360,to_inst,south,0
25437,2019,cf,nopre,type1,p4,356500,3.625,0.037,0,360,not_inst,south,0
25438,2019,cf,pre,type1,p1,256500,5.125,0.7443,2716.74,360,to_inst,North,0
25439,2019,cf,nopre,type1,p1,586500,4,0.491,4395,360,not_inst,North,0
25440,2019,cf,nopre,type1,p4,626500,4.375,0.4637,0,360,not_inst,south,0
25441,2019,cf,nopre,type1,p3,266500,4.5,0.1008,795,360,to_inst,North,0
25442,2019,cf,nopre,type1,p1,236500,3.625,0.3673,4147.88,360,to_inst,North,0
25443,2019,cf,nopre,type1,p4,286500,3.625,-0.0425,433.6,360,not_inst,south,0
25444,2019,cf,nopre,type3,p4,566500,4.125,-0.0713,0,360,to_inst,south,0
25445,2019,cf,nopre,type1,p1,656500,4.99,1.014,1790,360,not_inst,south,0
25446,2019,cf,nopre,type1,p1,466500,3.99,0.2659,4454,360,to_inst,south,0
25447,2019,cf,nopre,type2,p4,186500,,,,360,to_inst,North,1
25448,2019,cf,nopre,type1,p3,416500,4.625,0.2047,2722.95,360,to_inst,south,0
25449,2019,cf,nopre,type1,p1,356500,4.5,0.0663,0,360,to_inst,south,0
25450,2019,cf,nopre,type2,p3,386500,,,,360,to_inst,North,1
25451,2019,cf,nopre,type1,p4,446500,4.75,0.3523,1027.03,360,not_inst,North,0
25452,2019,cf,nopre,type1,p4,226500,,,,324,to_inst,North,1
25453,2019,cf,nopre,type1,p3,296500,,,,300,to_inst,south,1
25454,2019,cf,nopre,type1,p4,376500,4.99,0.5677,1266.47,360,not_inst,North,0
25455,2019,cf,nopre,type1,p2,326500,4.75,0.322,950,360,not_inst,south,0
25456,2019,cf,nopre,type1,p3,256500,4.25,-0.1801,425,360,not_inst,south,0
25457,2019,cf,nopre,type3,p3,206500,,,,180,to_inst,North,1
25458,2019,cf,nopre,type3,p4,216500,3.625,-0.0225,0,360,to_inst,south,0
25459,2019,cf,nopre,type1,p3,706500,4.75,0.372,4705.26,360,not_inst,south,0
25460,2019,cf,nopre,type3,p4,246500,3.75,0.2054,953.07,360,to_inst,North,0
25461,2019,cf,nopre,type1,p3,266500,4.125,-0.1822,4620,360,to_inst,south,0
25462,2019,cf,nopre,type1,p1,416500,4.375,0.2927,0,360,not_inst,North,0
25463,2019,cf,nopre,type1,p1,376500,,,,360,to_inst,North,1
25464,2019,cf,nopre,type1,p4,366500,3.625,0.464,0,240,not_inst,south,0
25465,2019,cf,nopre,type1,p3,276500,3.875,0.4019,5975,360,to_inst,south,0
25466,2019,cf,pre,type1,p4,496500,4.56,0.7018,0,360,not_inst,North,0
25467,2019,cf,nopre,type3,p3,236500,2.99,-0.3063,6786.81,360,to_inst,North,0
25468,2019,cf,nopre,type1,p3,226500,3.625,0.546,762.4,180,not_inst,North,0
25469,2019,cf,nopre,type3,p3,346500,3.875,0.4341,9377.5,360,to_inst,North,0
25470,2019,cf,pre,type1,p4,286500,3.99,0.2594,4412.33,360,to_inst,North,0
25471,2019,cf,nopre,type1,p1,406500,3.875,0.3184,0,360,not_inst,North,0
25472,2019,cf,nopre,type1,p4,276500,,,,240,to_inst,south,1
25473,2019,cf,nopre,type2,p4,166500,,,,360,to_inst,central,1
25474,2019,cf,nopre,type3,p3,366500,5.5,1.3652,3985.81,360,to_inst,central,0
25475,2019,cf,pre,type1,p2,196500,,,,180,to_inst,North,1
25476,2019,cf,nopre,type2,p4,216500,,,,360,not_inst,central,1
25477,2019,cf,nopre,type1,p1,206500,4.625,1.3778,526.68,360,not_inst,central,0
25478,2019,cf,nopre,type1,p3,146500,4.625,0.5378,2733.44,360,to_inst,south,0
25479,2019,cf,nopre,type2,p4,456500,,,,360,to_inst,south,1
25480,2019,cf,nopre,type1,p3,536500,4.875,1.0805,3686.8,360,not_inst,south,0
25481,2019,cf,nopre,type1,p4,366500,3.99,1.1326,5825,240,to_inst,North,0
25482,2019,cf,nopre,type1,p3,106500,4.625,1.1532,3301,360,to_inst,North,0
25483,2019,cf,pre,type2,p1,136500,,,,360,to_inst,central,1
25484,2019,cf,nopre,type1,p1,366500,,,,360,not_inst,North,1
25485,2019,cf,nopre,type1,p4,336500,4.18,0.0663,0,360,not_inst,North,0
25486,2019,cf,nopre,type1,p3,446500,3.99,0.5193,5650,360,to_inst,south,0
25487,2019,cf,nopre,type1,p4,386500,3.75,0.5743,14300.25,360,to_inst,south,0
25488,2019,cf,nopre,type1,p1,696500,3.99,0.5666,7000,360,not_inst,south,0
25489,2019,cf,nopre,type1,p4,236500,,,,360,to_inst,North,1
25490,2019,cf,nopre,type3,p4,616500,2.75,-0.9908,6064,360,not_inst,south,0
25491,2019,cf,nopre,type1,p4,196500,3.99,0.6149,4943.75,360,to_inst,North,0
25492,2019,cf,nopre,type1,p4,576500,4.18,-0.128,0,360,not_inst,south,0
25493,2019,cf,nopre,type2,p3,236500,,,,360,to_inst,North,1
25494,2019,cf,nopre,type2,p4,236500,3.75,0.9023,0,360,to_inst,North,0
25495,2019,cf,nopre,type2,p3,256500,,,,360,to_inst,south,1
25496,2019,cf,nopre,type3,p4,376500,2.99,-0.7191,2462.74,360,to_inst,North,0
25497,2019,cf,nopre,type2,p4,286500,3.5,0.6883,0,360,to_inst,central,0
25498,2019,cf,nopre,type1,p4,446500,3.625,0.1069,1984.7,348,not_inst,central,0
25499,2019,cf,nopre,type1,p4,276500,4.75,0.3346,0,360,to_inst,south,0
25500,2019,cf,nopre,type1,p1,386500,4,0.8289,6242.25,360,not_inst,North,0
25501,2019,cf,nopre,type1,p3,216500,4.375,0.6832,2761,180,to_inst,central,0
25502,2019,cf,nopre,type1,p2,156500,,,,360,to_inst,south,1
25503,2019,cf,nopre,type1,p3,206500,4.5,1.0437,3000,360,to_inst,south,0
25504,2019,cf,nopre,type2,p4,296500,,,,360,not_inst,North,1
25505,2019,ncf,pre,type2,p4,306500,4.375,0.9612,1342.02,360,to_inst,south,0
25506,2019,cf,nopre,type1,p4,276500,4.875,1.42,6547.5,360,not_inst,North,0
25507,2019,cf,nopre,type1,p4,296500,3.625,-0.0191,1,360,not_inst,south,0
25508,2019,cf,nopre,type1,p1,536500,3.69,0.0708,0,360,not_inst,south,0
25509,2019,cf,nopre,type2,p2,56500,4.25,1.711,1614.85,300,to_inst,central,0
25510,2019,cf,pre,type1,p3,366500,4.99,0.6507,7200,360,to_inst,North,0
25511,2019,cf,nopre,type2,p3,346500,3.49,0.4178,0,360,not_inst,south,0
25512,2019,cf,pre,type1,p3,266500,4.25,0.4413,1150,180,to_inst,south,0
25513,2019,cf,nopre,type1,p4,306500,,,,360,to_inst,North,1
25514,2019,cf,nopre,type1,p1,126500,4.99,1.1345,3170,360,to_inst,south,0
25515,2019,cf,pre,type2,p1,386500,4.125,0.925,0,360,to_inst,south,0
25516,2019,cf,nopre,type2,p3,136500,,,,360,to_inst,south,1
25517,2019,cf,nopre,type1,p3,486500,4.875,0.6552,9640,360,to_inst,North,0
25518,2019,cf,nopre,type1,p1,556500,,,,360,to_inst,North,1
25519,2019,cf,nopre,type1,p3,226500,4.99,0.754,3075,360,to_inst,North,0
25520,2019,cf,nopre,type1,p3,256500,,,,240,to_inst,North,1
25521,2019,cf,nopre,type1,p4,256500,3.5,0.0567,5637.25,360,to_inst,North,0
25522,2019,cf,nopre,type1,p4,296500,3.625,-0.043,4304.46,360,not_inst,North,0
25523,2019,cf,nopre,type1,p1,356500,3.625,-0.0989,3500,360,not_inst,south,0
25524,2019,cf,nopre,type1,p3,156500,3.99,0.4281,3312.5,360,to_inst,North,0
25525,2019,cf,pre,type1,p3,226500,3.99,0.6648,5764.2,360,to_inst,south,0
25526,2019,cf,nopre,type1,p3,146500,3.99,1.1248,3455.75,240,to_inst,North,0
25527,2019,cf,nopre,type3,p4,616500,3.625,-0.0525,0,360,not_inst,North,0
25528,2019,cf,nopre,type1,p3,326500,4.75,0.6694,4395,360,to_inst,south,0
25529,2019,cf,pre,type1,p3,146500,3.99,0.3725,3831.19,360,to_inst,North,0
25530,2019,cf,nopre,type2,p3,486500,3.375,0.042,12030,360,to_inst,North,0
25531,2019,cf,nopre,type1,p3,356500,4.56,0.1466,445,360,not_inst,south,0
